read_id	protein_id	family	evalue	bitscore	pident	aln_len	taxid	genus	species	source_db
SRR23872596.358918	A0A6F8YCI5	AlkB	5.35e-14	62.8	52.0	50		Phytohabitans	Phytohabitans suffuscus	UniProt
SRR23872596.361896	A0A1X1UCC7	AlkB	3.57e-07	43.5	49.0	51		Mycobacterium	Mycobacterium florentinum	UniProt
SRR23872596.363450	A0A0G4NCV0	Cutinase_like	1.56e-16	70.1	59.6	52		Verticillium	Verticillium longisporum (Verticillium dahliae var. longisporum)	UniProt
SRR23872596.364326	A0ABX3ST51	AlkB	4.9399999999999994e-23	87.8	75.0	52		Mycobacterium	Mycobacterium malmoense	UniProt
SRR23872596.367280	Q5F4D8	AlkB	1.04e-13	62.0	54.9	51		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.367316	D3B1Q5	Cutinase_like	1.35e-07	44.7	39.6	53		Heterostelium	Heterostelium pallidum (strain ATCC 26659 / Pp 5 / PN500) (Cellular slime mold) (Polysphondylium pallidum)	UniProt
SRR23872596.372179	A0A318HNG4	Cutinase_like	6.97e-21	80.1	76.0	50		Mycolicibacterium	Mycolicibacterium moriokaense	UniProt
SRR23872596.380029	Q5F4D8	AlkB	5.6300000000000005e-21	82.4	73.1	52		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.381132	A0ABT8S460	AlkB	3.68e-17	70.1	69.2	52		Variovorax	Variovorax ginsengisoli	UniProt
SRR23872596.387346	A0ABQ2EJG7	AlkB	3.3e-19	77.0	69.2	52		Luteimonas	Luteimonas terricola	UniProt
SRR23872596.390514	A0A916NB75	Cutinase_like	5.49e-08	45.8	48.1	52		Parvicella	Parvicella tangerina	UniProt
SRR23872596.396044	A0A1H9GAM6	AlkB	1.39e-24	92.0	83.0	53		Solimonas	Solimonas aquatica	UniProt
SRR23872596.396426	A0A0P9CMX4	AlkB	2.36e-09	49.7	39.6	53		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.396669	A0A1H9GAM6	AlkB	1.39e-24	92.0	83.0	53		Solimonas	Solimonas aquatica	UniProt
SRR23872596.397623	A0ABQ1ESB0	AlkB	1.39e-13	61.6	59.6	52		Sphingobium	Sphingobium fuliginis (strain ATCC 27551)	UniProt
SRR23872596.399257	A0ABW3HCW7	AlkB	2.13e-08	47.0	49.1	55		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.403383	A0A922NQS1	Cutinase_like	6.37e-15	65.5	59.6	52		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.404674	A0AAN5C2R9	Cutinase_like	9.49e-13	59.3	62.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.404892	A0A0G4NCV0	Cutinase_like	5.06e-13	60.1	50.0	50		Verticillium	Verticillium longisporum (Verticillium dahliae var. longisporum)	UniProt
SRR23872596.406456	A0ABM8C2J5	AlkB	3.59e-14	63.2	60.0	50		Massilia	Massilia varians	UniProt
SRR23872596.407531	A0A2A4MPM5	Cutinase_like	9.29e-07	42.4	39.6	53		SAR86	SAR86 cluster bacterium	UniProt
SRR23872596.410353	A0A7W7SJU4	Cutinase_like	1.5e-16	70.1	57.7	52		Kitasatospora	Kitasatospora gansuensis	UniProt
SRR23872596.410449	G1C7H9	AlkB	5.68e-18	73.9	61.5	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.413400	A0AAP8QDB7	AlkB	4.87e-19	76.6	62.0	50		Brevibacillus	Brevibacillus laterosporus (Bacillus laterosporus)	UniProt
SRR23872596.420402	H1VJR2	Cutinase_like	1.31e-06	42.0	36.5	52		Colletotrichum	Colletotrichum higginsianum (strain IMI 349063) (Crucifer anthracnose fungus)	UniProt
SRR23872596.423273	A0A0W1R4J3	AlkB	5.91e-09	48.5	51.9	52		Haloprofundus	Haloprofundus marisrubri	UniProt
SRR23872596.425602	A0AAN5C2R9	Cutinase_like	3.29e-17	72.0	67.9	53		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.425730	A0A3D4T0J9	AlkB	5.42e-08	45.8	44.0	50		Corynebacterium	Corynebacterium nuruki	UniProt
SRR23872596.426275	A0ABT3SZR1	AlkB	2.27e-15	66.6	58.0	50		Candidatus	Candidatus Seongchinamella marina	UniProt
SRR23872596.434823	G1C7H9	AlkB	1.07e-17	73.2	61.5	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.438130	A0AAD2BXW6	MHETase_like	3.14e-17	72.0	62.0	50		Ralstonia	Ralstonia flatus	UniProt
SRR23872596.440739	A0A0P9CMX4	AlkB	2.58e-19	77.8	65.4	52		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.440780	A0ABW3HCW7	AlkB	3.55e-15	66.2	54.7	53		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.444200	B6IHE3	AlkB	8.38e-06	39.7	36.4	55		Caenorhabditis	Caenorhabditis briggsae	UniProt
SRR23872596.444866	G1C7H9	AlkB	7e-07	42.7	48.1	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.446709	J4UWC3	Cutinase_like	2.36e-09	49.7	47.1	51		Beauveria	Beauveria bassiana (strain ARSEF 2860) (White muscardine disease fungus) (Tritirachium shiotae)	UniProt
SRR23872596.447240	Q5F4D8	AlkB	1.34e-12	58.9	50.0	50		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.452415	A9CMS7	AlkB	8.41e-12	56.6	48.1	52		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.453046	A0A1R4H2N5	AlkB	2.71e-07	43.9	44.2	52		Crenothrix	Crenothrix polyspora	UniProt
SRR23872596.453887	A0A4R6RIK2	Cutinase_like	6.36e-20	78.2	76.9	52		Aquabacterium	Aquabacterium commune	UniProt
SRR23872596.455260	A0ABQ3GCS7	AlkB	7.980000000000001e-27	97.4	88.7	53		Pseudorhodoferax	Pseudorhodoferax aquiterrae	UniProt
SRR23872596.455276	A0ABW3HCW7	AlkB	6.35e-15	65.5	62.7	51		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.455775	A9CMS7	AlkB	8.41e-12	56.6	48.1	52		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.456087	Q5F4D8	AlkB	5e-13	60.1	55.8	52		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.456825	A0ABQ6EE57	AlkB	1.36e-13	61.6	56.9	51		Sphingomonas	Sphingomonas psychrolutea	UniProt
SRR23872596.457333	A9CMS7	AlkB	2.2e-20	80.9	65.4	52		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.460173	A0A922NQS1	Cutinase_like	9.32e-10	50.8	51.9	52		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.460923	A0AAN5C2R9	Cutinase_like	4.48e-09	48.9	43.1	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.464746	A0A1V2ICM1	AlkB	1.18e-11	56.2	59.6	52		Pseudofrankia	Pseudofrankia asymbiotica	UniProt
SRR23872596.464963	A0A0A8K451	AlkB	2.01e-24	91.7	73.1	52		Methyloceanibacter	Methyloceanibacter caenitepidi	UniProt
SRR23872596.466123	A0A179BQ28	AlkB	4.62e-28	100.0	84.3	51		Rhizobium	Rhizobium leguminosarum	UniProt
SRR23872596.468002	A0A0P9CMX4	AlkB	1.16e-14	64.7	60.0	50		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.469678	A0A1X0BAF1	AlkB	9.17e-07	42.4	55.8	52		Mycobacterium	Mycobacterium aquaticum	UniProt
SRR23872596.470815	A0AAN5C2R9	Cutinase_like	3.27e-09	49.3	43.1	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.471415	A0A8H4Q0Z6	Cutinase_like	3.39e-09	49.3	44.4	54		Ophiocordyceps	Ophiocordyceps camponoti-floridani	UniProt
SRR23872596.471615	B4RAN1	AlkB	1.05e-10	53.1	48.0	50		Phenylobacterium	Phenylobacterium zucineum (strain HLK1)	UniProt
SRR23872596.471727	A0A8H5WTA5	Cutinase_like	6.11e-09	48.5	49.0	51		Fusarium	Fusarium denticulatum	UniProt
SRR23872596.472691	A0A917Q8D6	AlkB	2.12e-11	55.5	50.0	52		Salinarimonas	Salinarimonas ramus	UniProt
SRR23872596.476241	A0A8H4JGE8	Cutinase_like	6.81e-10	51.2	46.2	52		Fusarium	Fusarium acutatum	UniProt
SRR23872596.477181	A0A917Q8D6	AlkB	1.1e-14	64.7	54.9	51		Salinarimonas	Salinarimonas ramus	UniProt
SRR23872596.477733	A0A4P6UV46	AlkB	6.73e-17	70.9	53.8	52		Roseitalea	Roseitalea porphyridii	UniProt
SRR23872596.478025	A0A382CF23	Cutinase_like	5.29e-18	73.9	66.0	53		marine	marine metagenome	UniProt
SRR23872596.481724	A0AAP8QDB7	AlkB	1.54e-08	47.4	44.2	52		Brevibacillus	Brevibacillus laterosporus (Bacillus laterosporus)	UniProt
SRR23872596.483874	A0ABQ5Z4K7	AlkB	6.84e-22	84.3	75.5	53		Sphingomonas	Sphingomonas astaxanthinifaciens DSM 22298	UniProt
SRR23872596.484083	A0ABQ1UYZ3	AlkB	4.65e-17	71.2	62.3	53		Williamsia	Williamsia phyllosphaerae	UniProt
SRR23872596.484613	A0ABM9C468	MHETase_like	2.13e-08	47.0	43.1	51		Paenibacillus	Paenibacillus allorhizoplanae	UniProt
SRR23872596.486701	A0A956LY28	Cutinase_like	4.33e-14	63.2	54.7	53		Eiseniibacteriota	Eiseniibacteriota bacterium	UniProt
SRR23872596.487010	A0A9P5AHW0	Cutinase_like	1.34e-06	42.0	38.0	50		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.487379	A0A517L0X3	Cutinase_like	5.23e-16	68.6	61.5	52		Venturia	Venturia effusa	UniProt
SRR23872596.497373	A0AAE5BTX7	AlkB	3.34e-20	80.1	68.0	50		Stagnihabitans	Stagnihabitans tardus	UniProt
SRR23872596.497902	A9F397	AlkB	1.28e-09	50.4	50.0	50		Sorangium	Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56))	UniProt
SRR23872596.514365	A0A1B0Z6K2	AlkB	6.830000000000001e-33	109.0	94.2	52		bacterium	bacterium enrichment culture	UniProt
SRR23872596.515222	A0ABW3HCW7	AlkB	5.05e-13	60.1	53.8	52		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.521665	A0A254U084	Cutinase_like	6.82e-10	51.2	47.1	51		Aspergillus	Aspergillus niger	UniProt
SRR23872596.523009	A0A0D1YDG7	Cutinase_like	4.63e-09	48.9	46.0	50		Verruconis	Verruconis gallopava	UniProt
SRR23872596.524342	D3B1Q5	Cutinase_like	9.29e-12	56.2	53.8	52		Heterostelium	Heterostelium pallidum (strain ATCC 26659 / Pp 5 / PN500) (Cellular slime mold) (Polysphondylium pallidum)	UniProt
SRR23872596.526171	A0A922NQS1	Cutinase_like	1.41e-07	44.7	39.2	51		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.526685	A0A545V9Y1	Cutinase_like	8.35e-06	39.7	38.5	52		Cordyceps	Cordyceps javanica	UniProt
SRR23872596.532990	A0A132NE97	AlkB	2.85e-09	49.3	51.9	52		Carbonactinospora	Carbonactinospora thermoautotrophica	UniProt
SRR23872596.533293	A0ABR4SHR7	AlkB	2.59e-10	52.4	53.8	52		Streptomyces	Streptomyces wadayamensis	UniProt
SRR23872596.534283	A0A3Q8MC64	AlkB	2.21e-15	65.1	47.2	53		Rhodococcus	Rhodococcus opacus (Nocardia opaca)	UniProt
SRR23872596.535644	A0AAN5C2R9	Cutinase_like	1.85e-12	58.5	54.9	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.537424	A0A0W1R4J3	AlkB	1.52e-08	47.4	40.4	52		Haloprofundus	Haloprofundus marisrubri	UniProt
SRR23872596.538793	W4MAT7	AlkB	1.23e-28	102.0	82.0	50		Candidatus	Candidatus Entotheonella gemina	UniProt
SRR23872596.539114	A0ABR4ZJH3	AlkB	1.74e-19	77.8	71.2	52		Nocardia	Nocardia vulneris	UniProt
SRR23872596.539223	W4MAT7	AlkB	1.23e-28	102.0	82.0	50		Candidatus	Candidatus Entotheonella gemina	UniProt
SRR23872596.540377	G1C7H9	AlkB	5.49e-17	71.2	67.3	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.546154	B0SWF7	Cutinase_like	4.4e-18	73.9	69.2	52		Caulobacter	Caulobacter sp. (strain K31)	UniProt
SRR23872596.547905	A0A175RUT5	AlkB	1.4100000000000001e-22	86.3	80.0	50		Curtobacterium	Curtobacterium luteum	UniProt
SRR23872596.553369	A0A8H4JGE8	Cutinase_like	2.42e-12	58.2	52.0	50		Fusarium	Fusarium acutatum	UniProt
SRR23872596.554016	A0A917Q8D6	AlkB	8.03e-20	79.0	71.2	52		Salinarimonas	Salinarimonas ramus	UniProt
SRR23872596.555328	A0AAN5C2R9	Cutinase_like	4.74e-12	57.4	53.8	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.559969	A0A0H0AG54	AlkB	7.999999999999999e-30	105.0	88.5	52		Enterobacter	Enterobacter asburiae	UniProt
SRR23872596.560581	A0A5C6M5F5	AlkB	1.92e-15	65.5	54.9	51		Planctomyces	Planctomyces bekefii	UniProt
SRR23872596.565091	A0A8H5WTA5	Cutinase_like	3.62e-07	43.5	38.0	50		Fusarium	Fusarium denticulatum	UniProt
SRR23872596.566229	A0A916UUV4	AlkB	2.79e-18	74.7	58.8	51		Chelatococcus	Chelatococcus reniformis	UniProt
SRR23872596.568540	A0A1G7NKM8	AlkB	2.58e-15	66.6	56.0	50		Lentzea	Lentzea fradiae	UniProt
SRR23872596.572512	G1C7H9	AlkB	4.13e-18	74.3	70.0	50		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.578334	A0ABQ1F8A1	AlkB	9.56e-21	81.3	78.0	50		Blastomonas	Blastomonas marina	UniProt
SRR23872596.579244	G1C7H9	AlkB	9.81e-22	84.3	84.6	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.584749	Q5F4D8	AlkB	4.92e-10	51.6	50.9	53		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.585440	A0A5J4RG58	MHETase_like	2.13e-16	69.7	58.5	53		termite	termite gut metagenome	UniProt
SRR23872596.585977	A0AAD5SGD1	Cutinase_like	2.89e-08	46.6	42.6	54		Rhizophlyctis	Rhizophlyctis rosea	UniProt
SRR23872596.586507	A0A9P5AHW0	Cutinase_like	1.04e-10	53.5	49.0	51		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.590417	A0ABV8DF35	AlkB	5.95e-24	87.8	75.5	53		Acidovorax	Acidovorax facilis	UniProt
SRR23872596.593147	A0AAN5C2R9	Cutinase_like	1.3e-12	58.9	51.9	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.593649	A0A0P8X0D6	Cutinase_like	1.12e-08	47.8	44.2	52		Pseudomonas	Pseudomonas fluorescens	UniProt
SRR23872596.594921	B6Z2A7	AlkB	3.47e-22	82.4	76.0	50		Alcanivorax	Alcanivorax sp. S8-5	UniProt
SRR23872596.596010	A0A640TPP2	AlkB	1.1e-17	73.2	63.5	52		Streptomyces	Streptomyces nigrescens	UniProt
SRR23872596.600284	A0A9P4TBT9	Cutinase_like	2.38e-09	49.7	40.0	50		Curvularia	Curvularia kusanoi (Cochliobolus kusanoi)	UniProt
SRR23872596.600510	A0A1V2ICM1	AlkB	2.62e-10	52.4	49.1	53		Pseudofrankia	Pseudofrankia asymbiotica	UniProt
SRR23872596.612482	G1C7H9	AlkB	5.14e-21	82.4	71.7	53		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.616918	A0A4S3K6D5	AlkB	5.4e-17	71.2	59.6	52		Panacagrimonas	Panacagrimonas perspica	UniProt
SRR23872596.617102	A0A5Q2FFQ5	Cutinase_like	2.78e-10	52.4	54.7	53		Raineyella	Raineyella fluvialis	UniProt
SRR23872596.619571	A0A0D1YDG7	Cutinase_like	4.64e-15	65.9	52.7	55		Verruconis	Verruconis gallopava	UniProt
SRR23872596.621230	A0A0P8X0D6	Cutinase_like	7.4e-08	45.4	48.2	56		Pseudomonas	Pseudomonas fluorescens	UniProt
SRR23872596.621439	A0A100Y1W8	AlkB	1.66e-14	64.3	58.8	51		Streptomyces	Streptomyces kanasensis	UniProt
SRR23872596.622236	A0A100Y1W8	AlkB	1.66e-14	64.3	58.8	51		Streptomyces	Streptomyces kanasensis	UniProt
SRR23872596.623871	A0A251TBK3	AlkB	8.68e-09	48.1	38.2	55		Helianthus	Helianthus annuus (Common sunflower)	UniProt
SRR23872596.626365	A0AAN5C2R9	Cutinase_like	1.49e-10	53.1	47.1	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.627398	A0A917Q8D6	AlkB	1.02e-10	53.5	47.1	51		Salinarimonas	Salinarimonas ramus	UniProt
SRR23872596.628567	Q5F4D8	AlkB	2.36e-09	49.7	48.1	52		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.628720	A0A917Q8D6	AlkB	1.02e-10	53.5	47.1	51		Salinarimonas	Salinarimonas ramus	UniProt
SRR23872596.629833	G1C7H9	AlkB	3.4e-20	80.1	70.6	51		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.632788	A0AAN5C2R9	Cutinase_like	2.15e-08	47.0	42.3	52		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.634595	A0A1E3LRC3	AlkB	9.47e-19	76.3	70.0	50		Sphingomonas	Sphingomonas turrisvirgatae	UniProt
SRR23872596.635868	A0ABW3HCW7	AlkB	6.77e-10	51.2	48.0	50		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.636761	A0ABQ1UYZ3	AlkB	1.0100000000000002e-21	84.0	66.0	53		Williamsia	Williamsia phyllosphaerae	UniProt
SRR23872596.637633	A0A0P9CMX4	AlkB	6.68e-19	76.6	62.7	51		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.638173	A0A0G4NCV0	Cutinase_like	1.48e-10	53.1	49.1	53		Verticillium	Verticillium longisporum (Verticillium dahliae var. longisporum)	UniProt
SRR23872596.638313	A0AAN5C2R9	Cutinase_like	1.7e-14	64.3	58.5	53		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.638375	A0A316YF96	Cutinase_like	2.21e-14	63.9	62.7	51		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.638552	A9CMS7	AlkB	1.89e-22	86.7	82.4	51		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.640972	A0A918XBC6	AlkB	2.4e-18	74.7	68.0	50		Nocardiopsis	Nocardiopsis kunsanensis	UniProt
SRR23872596.643430	A0ABR7MBV8	AlkB	8.29e-09	48.1	46.0	50		Flavihumibacter	Flavihumibacter stibioxidans	UniProt
SRR23872596.644230	A0A316YF96	Cutinase_like	5.66e-19	77.0	71.2	52		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.644776	Q5F4D8	AlkB	4.44e-06	40.4	40.0	50		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.644986	A0AAN5C2R9	Cutinase_like	6.12e-09	48.5	49.0	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.645448	Q5F4D8	AlkB	2.15e-11	55.5	44.2	52		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.653916	A0A9Q6SA15	AlkB	7.93e-15	65.1	56.6	53		Paraburkholderia	Paraburkholderia caribensis	UniProt
SRR23872596.654144	A0A1G6LYN4	AlkB	1.81e-15	67.0	52.9	51		Nocardioides	Nocardioides lianchengensis	UniProt
SRR23872596.654474	A0A9Q6SA15	AlkB	7.93e-15	65.1	56.6	53		Paraburkholderia	Paraburkholderia caribensis	UniProt
SRR23872596.655623	A0A8H5WTA5	Cutinase_like	8.11e-14	62.4	56.6	53		Fusarium	Fusarium denticulatum	UniProt
SRR23872596.658261	A0A8H4JGE8	Cutinase_like	5.2e-10	51.6	50.0	54		Fusarium	Fusarium acutatum	UniProt
SRR23872596.667765	A9CMS7	AlkB	1.97e-13	61.2	48.1	52		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.669320	A9CMS7	AlkB	4.5e-12	57.4	48.1	52		Gordonia	Gordonia sp. TF6	UniProt
SRR23872596.673548	A0A1Q2CS92	AlkB	1.06e-10	53.5	51.0	51		Tessaracoccus	Tessaracoccus aquimaris	UniProt
SRR23872596.677401	U2XN45	AlkB	1.12e-08	47.8	49.0	51		Candidatus	Candidatus Micropelagos thuwalensis	UniProt
SRR23872596.682256	G1C7H9	AlkB	1.25e-15	67.4	63.5	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.683898	A0ABT8FJW9	Cutinase_like	3.4e-09	49.3	58.5	53		Nocardioides	Nocardioides oceani	UniProt
SRR23872596.684121	A0A1B2EFZ6	AlkB	2.2000000000000004e-28	101.0	88.5	52		Microvirga	Microvirga ossetica	UniProt
SRR23872596.684510	G1C7H9	AlkB	1.25e-15	67.4	63.5	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.691285	A0A426UZB1	AlkB	4.56e-28	101.0	83.0	53		Aquabacterium	Aquabacterium soli	UniProt
SRR23872596.695478	A0AAN5C2R9	Cutinase_like	2.5e-09	49.7	49.1	55		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.697134	A0ABW3HCW7	AlkB	7.5e-08	45.4	34.1	88		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.697537	A0A9P5AHW0	Cutinase_like	4.47e-09	48.9	45.1	51		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.697617	A0A1X0I552	AlkB	5.38e-14	62.8	51.9	52		Mycobacterium	Mycobacterium paraseoulense	UniProt
SRR23872596.697683	A0A1X0I552	AlkB	5.38e-14	62.8	51.9	52		Mycobacterium	Mycobacterium paraseoulense	UniProt
SRR23872596.699270	G1C7H9	AlkB	1.23e-19	78.6	67.3	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.700728	A0A8H4L3X7	Cutinase_like	3.06e-08	46.6	45.1	51		Fusarium	Fusarium albosuccineum	UniProt
SRR23872596.703150	A0A316YF96	Cutinase_like	5.01e-21	82.8	76.9	52		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.703338	A0A0D1Y7R1	Cutinase_like	1.4e-07	44.7	41.5	53		Exophiala	Exophiala sideris	UniProt
SRR23872596.705263	A0A2C9DEC6	AlkB	5.2599999999999997e-23	85.1	73.1	52		Hartmannibacter	Hartmannibacter diazotrophicus	UniProt
SRR23872596.707716	A0A2S6NMM9	AlkB	8.28e-27	97.8	78.8	52		Rhodopila	Rhodopila globiformis (Rhodopseudomonas globiformis)	UniProt
SRR23872596.710035	A0AAN5C2R9	Cutinase_like	1.03e-07	45.1	39.6	53		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.710373	A0A0P9CMX4	AlkB	1.09e-13	62.0	58.8	51		Alicyclobacillus	Alicyclobacillus ferrooxydans	UniProt
SRR23872596.713455	A0A9P5AHW0	Cutinase_like	7.12e-07	42.7	37.7	61		Fusarium	Fusarium beomiforme	UniProt
SRR23872596.715698	A0A5J4RG58	MHETase_like	4.46e-17	71.6	58.8	51		termite	termite gut metagenome	UniProt
SRR23872596.716442	A0A0P8X0D6	Cutinase_like	1.39e-07	44.7	48.1	54		Pseudomonas	Pseudomonas fluorescens	UniProt
SRR23872596.719924	A0A538SMW8	Cutinase_like	7.960000000000001e-21	79.7	75.0	52		Eiseniibacteriota	Eiseniibacteriota bacterium	UniProt
SRR23872596.720908	A0A316YF96	Cutinase_like	6.58e-18	73.9	68.5	54		Acaromyces	Acaromyces ingoldii	UniProt
SRR23872596.722279	A0AAN5C2R9	Cutinase_like	3.29e-06	40.8	44.0	50		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.729426	A0A8H5N5T4	Cutinase_like	1.3e-12	58.9	42.3	52		Fusarium	Fusarium mexicanum	UniProt
SRR23872596.731432	Q5F4D8	AlkB	5.03e-16	68.6	64.0	50		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.732865	A0A0A2VAB0	Cutinase_like	6.13e-09	48.5	46.2	65		Beauveria	Beauveria bassiana D1-5	UniProt
SRR23872596.734365	A0A4R7NZR6	AlkB	9.2e-23	87.0	65.4	52		Panacagrimonas	Panacagrimonas perspica	UniProt
SRR23872596.734571	A0ABW3HCW7	AlkB	1.51e-13	61.6	66.0	50		Paraperlucidibaca	Paraperlucidibaca wandonensis	UniProt
SRR23872596.736321	A0AA37M8P3	MHETase_like	1.51e-13	61.6	56.4	55		Methylobacterium	Methylobacterium frigidaeris	UniProt
SRR23872596.739187	A0A538SMW8	Cutinase_like	6.42e-20	77.4	69.2	52		Eiseniibacteriota	Eiseniibacteriota bacterium	UniProt
SRR23872596.741556	A0AA37M8P3	MHETase_like	1.51e-13	61.6	56.4	55		Methylobacterium	Methylobacterium frigidaeris	UniProt
SRR23872596.743817	A0ABS0DKG8	AlkB	1.48e-27	97.1	80.4	51		Rahnella	Rahnella victoriana	UniProt
SRR23872596.743888	A0AA37M8P3	MHETase_like	1.51e-13	61.6	56.4	55		Methylobacterium	Methylobacterium frigidaeris	UniProt
SRR23872596.746673	A0A0D1YDG7	Cutinase_like	1.03e-10	53.5	47.1	51		Verruconis	Verruconis gallopava	UniProt
SRR23872596.748207	A0A0J5WLC5	AlkB	3.38e-17	71.6	66.7	51		Burkholderia	Burkholderia cepacia (Pseudomonas cepacia)	UniProt
SRR23872596.749347	A0A922NQS1	Cutinase_like	3.42e-09	49.3	44.2	52		Pyrenophora	Pyrenophora tritici-repentis	UniProt
SRR23872596.749790	G1C7H9	AlkB	4.69e-20	79.7	73.1	52		Alcanivorax	Alcanivorax hongdengensis	UniProt
SRR23872596.753160	A0ABQ1PIU2	AlkB	6.5e-21	81.6	69.2	52		Halopseudomonas	Halopseudomonas salina	UniProt
SRR23872596.755633	A0AAN5C2R9	Cutinase_like	6.2e-12	57.0	51.0	51		Aspergillus	Aspergillus oryzae (Yellow koji mold)	UniProt
SRR23872596.756538	C9Y7W7	AlkB	1.83e-30	107.0	88.5	52		Curvibacter	Curvibacter symbiont subsp. Hydra magnipapillata	UniProt
SRR23872596.760598	Q5F4D8	AlkB	4.85e-19	77.0	66.7	51		Sphingopyxis	Sphingopyxis macrogoltabida (Sphingomonas macrogoltabidus)	UniProt
SRR23872596.761001	A0A917KE28	AlkB	1.72e-09	50.1	45.5	55		Neoroseomonas	Neoroseomonas lacus	UniProt
SRR23872596.761663	A3P4K3	AlkB	7.409999999999999e-23	84.7	78.0	50		Burkholderia	Burkholderia pseudomallei (strain 1106a)	UniProt
SRR23872596.768238	A0A254U2U8	Cutinase_like	3.37e-15	66.2	52.9	51		Aspergillus	Aspergillus niger	UniProt
